Season,Week,Celebrity,Rank_mean,Rank_sd,Rank_cv,Rank_CI_width
13,9,Hope Solo,2.345,0.7710833739418648,0.328820202107405,3.0
13,9,J.R. Martinez,3.559,0.647254152507296,0.1818640495946322,2.0
13,9,Ricki Lake,2.845,0.8853015072610906,0.31117803418667506,3.0
13,9,Rob Kardashian,1.251,0.6167490408418803,0.49300482881045593,2.0
14,2,Donald Driver,8.956,2.6151296149336276,0.29199750055087403,9.0
14,2,Gavin DeGraw,8.057,4.255097749389178,0.52812433280243,11.0
14,2,Gladys Knight,4.593,3.104349849483461,0.6758871869112695,10.0
14,2,Jack Wagner,3.869,2.0208718224872464,0.5223240688775513,6.0
14,2,Jaleel White,5.164,2.0389363063277046,0.3948366201254269,6.0
14,2,Katherine Jenkins,8.076,2.0025569240933536,0.24796395791150985,7.0
14,2,Maria Menounos,2.702,1.680482079648581,0.6219400738891862,6.0
14,2,Martina Navratilova,6.129,3.156631642007557,0.5150320838648322,10.0
14,2,Melissa Gilbert,6.113,3.0409667013103707,0.49745897289552926,9.0
14,2,Roshon Fegan,7.258,2.5663246135323607,0.35358564529241676,9.0
14,2,Sherri Sheperd,9.049,1.9215335779765317,0.21234761608758226,6.0
14,2,William Levy,8.034,4.065386989128018,0.5060227768394346,11.0
14,3,Donald Driver,5.765,4.545595388663342,0.7884814204099466,10.0
14,3,Gavin DeGraw,8.472,1.609909254525797,0.1900270602603632,5.0
14,3,Gladys Knight,9.444,1.5669458571754544,0.1659197222760964,4.0
14,3,Jack Wagner,7.026,2.506313149948666,0.35671977653695786,9.0
14,3,Jaleel White,3.85,1.6692172675497599,0.43356292663630125,6.0
14,3,Katherine Jenkins,4.589,3.0918665298875108,0.6737560535819374,9.0
14,3,Maria Menounos,3.222,1.0458536273350156,0.3245976497005014,4.0
14,3,Melissa Gilbert,8.487,2.135507291345874,0.25162098401624533,6.0
14,3,Roshon Fegan,6.499,2.0504153733337067,0.3154970569831831,7.0
14,3,Sherri Sheperd,5.606,2.1696708209936992,0.3870265467345165,8.0
14,3,William Levy,3.04,1.5481591639094465,0.5092628828649495,4.0
14,4,Donald Driver,6.694,1.627578880734514,0.2431399582812241,6.0
14,4,Gavin DeGraw,4.646,2.13289316029501,0.4590816100505833,7.0
14,4,Gladys Knight,9.486,0.8237004810502919,0.08683327862642756,3.0
14,4,Jaleel White,5.178,3.155356124476645,0.6093773898178148,7.0
14,4,Katherine Jenkins,2.829,2.0034402343900286,0.7081796516048174,6.0
14,4,Maria Menounos,7.139,2.717547435476346,0.38066219855390754,8.0
14,4,Melissa Gilbert,4.084,3.2458403348716156,0.7947699154925603,8.0
14,4,Roshon Fegan,4.117,1.7141322146349298,0.41635467928951414,6.0
14,4,Sherri Sheperd,5.322,2.048050416984531,0.3848272110079915,7.0
14,4,William Levy,5.505,1.932280701323881,0.35100466872368413,6.0
14,5,Donald Driver,2.399,1.5139653533324635,0.6310818479918564,4.0
14,5,Gavin DeGraw,5.808,2.7811635821847784,0.47885047902630484,7.0
14,5,Gladys Knight,3.642,2.4367547627477357,0.6690705004798835,6.024999999999977
14,5,Jaleel White,8.065,1.2807870296873776,0.15880806319744298,5.0
14,5,Katherine Jenkins,3.751,2.0012506099946616,0.5335245561169453,6.0
14,5,Maria Menounos,4.885,1.9661232516403033,0.40248173012084,7.0
14,5,Melissa Gilbert,7.643,0.7028833794058906,0.09196433068244023,3.0
14,5,Roshon Fegan,4.756,1.8947437964152447,0.3983902010965611,7.0
14,5,William Levy,4.051,1.5154853003891842,0.3741015305823708,5.0
14,6,Donald Driver,3.643,1.200413258837136,0.32951228625779194,4.0
14,6,Gladys Knight,7.802,0.5649027483692349,0.07240486392838182,2.0
14,6,Jaleel White,1.811,0.9413634607127925,0.5198031257387038,3.0
14,6,Katherine Jenkins,1.953,1.0187388423088757,0.5216276714331161,3.0
14,6,Maria Menounos,6.777,0.44211589709765753,0.0652377006193976,1.0
14,6,Melissa Gilbert,4.62,0.7926084961872589,0.17156028056001274,3.0
14,6,Roshon Fegan,6.113,1.0282452471508383,0.1682063221251167,4.0
14,6,William Levy,3.281,1.341580723936819,0.40889385063603134,4.0
14,7,Donald Driver,4.536,2.1389902475886324,0.47155869655834054,5.0
14,7,Jaleel White,1.728,1.1078101115458567,0.6410938145520004,3.0
14,7,Katherine Jenkins,4.238,1.104797074840704,0.26068831402564985,3.0
14,7,Maria Menounos,3.598,1.2123802480516854,0.33695949084260296,4.0
14,7,Melissa Gilbert,3.468,1.168049802166132,0.33680790143198736,4.0
14,7,Roshon Fegan,6.22,0.5421198150721793,0.08715752653893559,2.0
14,7,William Levy,4.212,2.634767162008438,0.6255382625850993,6.0
14,9,Donald Driver,2.798,0.5581285761430851,0.1994741158481362,2.0
14,9,Katherine Jenkins,2.05,1.1903431929140926,0.580655216055655,3.0
14,9,Maria Menounos,3.604,0.7167270733673298,0.19886988717184512,2.0
14,9,William Levy,1.548,0.586549264802233,0.37890779379989215,2.0
15,1,Apolo Anton Ohno,9.674,2.177720474823724,0.22511065482982473,7.0
15,1,Bristol Palin,9.827,1.0129645092978812,0.10307973026334397,4.0
15,1,Drew Lachey,10.688,1.8969064959175648,0.17748002394438292,5.0
15,1,Emmitt Smith,4.914,0.9661974630154736,0.19662138034502924,4.0
15,1,Gilles Marini,3.109,2.571328592523859,0.8270596952473012,8.0
15,1,Helio Castroneves,7.458,1.6592133645161458,0.22247430470852048,6.0
15,1,Joey Fatone,9.847,1.954331192610508,0.19846970575916606,8.0
15,1,Kelly Monaco,4.36,2.654325798662524,0.6087903207941568,7.0
15,1,Kirstie Alley,4.999,1.5502910702195256,0.31012023809152345,5.0
15,1,Melissa Rycroft,11.251,1.4546872911781126,0.12929404418968204,5.0
15,1,Pamela Anderson,9.488,3.7773170536935505,0.39811520380412635,10.0
15,1,Sabrina Bryan,2.554,0.9695483608485056,0.37961956180442663,4.0
15,1,Shawn Johnson,2.831,1.6921295169998964,0.5977144178735063,6.0
15,2,Apolo Anton Ohno,5.925,3.2111815094582687,0.5419715627777669,8.0
15,2,Bristol Palin,6.448,3.636002821302057,0.5638962191845621,10.0
15,2,Drew Lachey,7.514,2.786317922916832,0.37081686490774973,9.0
15,2,Emmitt Smith,3.982,1.2178502203305461,0.30583882981681215,4.0
15,2,Gilles Marini,2.988,1.8786658525095368,0.6287368984302332,6.0
15,2,Helio Castroneves,11.643,0.6114940105388808,0.05252031353936964,2.0
15,2,Joey Fatone,6.209,2.0769286537174625,0.33450292377475643,7.0
15,2,Kelly Monaco,6.581,2.838220304080445,0.43127492844255355,10.0
15,2,Kirstie Alley,9.343,2.2721165272744077,0.2431891819837748,7.0
15,2,Melissa Rycroft,2.078,1.4608388172724773,0.7030023182254463,5.0
15,2,Sabrina Bryan,8.041,2.077410559960316,0.2583522646387658,6.0
15,2,Shawn Johnson,7.248,2.292105963900829,0.3162397853064058,9.0
15,4,Apolo Anton Ohno,7.0,2.2753411122680434,0.3250487303240062,7.0
15,4,Bristol Palin,2.399,0.5917340189216344,0.2466586156405312,2.0
15,4,Emmitt Smith,4.323,0.768935798530841,0.1778708763661441,3.0
15,4,Gilles Marini,3.033,2.277959635309656,0.7510582378205263,7.0
15,4,Kelly Monaco,7.222,1.322295150283954,0.18309265442868372,5.0
15,4,Kirstie Alley,7.079,1.5346381052593847,0.21678741421943562,5.0
15,4,Melissa Rycroft,6.351,1.093157808367115,0.172123729864134,3.0
15,4,Sabrina Bryan,4.695,3.3638207874811483,0.7164687513271881,7.0
15,4,Shawn Johnson,2.898,1.1912241665677437,0.4110504370489108,5.0
15,6,Apolo Anton Ohno,5.035,3.029678853270418,0.6017237047210363,7.0
15,6,Emmitt Smith,4.935,0.7384580694395048,0.14963689350344575,3.0
15,6,Gilles Marini,3.499,2.7560106303486194,0.7876566534291567,7.0
15,6,Kelly Monaco,2.81,0.8755950357709131,0.3115996568579762,4.0
15,6,Kirstie Alley,4.488,2.552718623815083,0.5687875721513108,6.0
15,6,Melissa Rycroft,3.994,1.9869353064234154,0.49748004667586765,5.0
15,6,Sabrina Bryan,4.773,1.2062031030991116,0.2527138284305702,5.0
15,6,Shawn Johnson,6.466,1.8703856132739962,0.2892647097547164,7.0
16,3,Alexandra Raisman,7.679,1.8196896082217622,0.2369696064880534,6.0
16,3,Andy Dick,8.886,0.9390877945569764,0.10568172344778039,3.0
16,3,D. L. Hughley,10.675,0.6194826541225822,0.05803116197869622,2.0
16,3,Ingo Rademacher,1.818,0.6223047993252689,0.3423018698158795,2.0
16,3,Jacoby Jones,5.982,2.744304503368241,0.4587603649896758,9.0
16,3,Kellie Pickler,2.765,1.863665272587395,0.6740199900858571,5.0
16,3,Lisa Vanderpump,4.61,2.2106077867380245,0.47952446566985346,7.0
16,3,Sean Lowe,6.557,2.380844266099616,0.3630996288088479,7.024999999999977
16,3,Victor Ortiz,4.923,2.616470316460119,0.5314788373877959,9.0
16,3,Wynonna Judd,6.528,2.850498437351149,0.4366572361138403,8.0
16,3,Zendaya,5.577,1.9317874631549927,0.34638469843195135,7.0
16,4,Alexandra Raisman,5.352,1.5933093342583025,0.2977035377911626,6.0
16,4,Andy Dick,9.598,0.6154468090540195,0.06412240144342773,2.0
16,4,D. L. Hughley,5.777,1.8299233917351896,0.3167601508975575,5.0
16,4,Ingo Rademacher,3.237,2.4159196318726472,0.7463452678012503,7.0
16,4,Jacoby Jones,1.652,0.7716809518781007,0.46711922026519415,3.0
16,4,Kellie Pickler,6.47,2.0521479750035843,0.31717897604383066,7.0
16,4,Lisa Vanderpump,7.424,2.2902989912824636,0.30849932533438357,7.0
16,4,Sean Lowe,5.492,1.3725231582089317,0.24991317520191764,5.0
16,4,Victor Ortiz,4.427,2.538329000368966,0.573374520074309,7.0
16,4,Zendaya,5.571,3.0721974867181627,0.5514624819095607,8.0
16,5,Alexandra Raisman,6.487,2.571077875413625,0.39634312862858406,6.0
16,5,Andy Dick,6.84,1.3951151731474885,0.20396420660051,4.0
16,5,D. L. Hughley,5.138,2.5038420927097667,0.4873184298773388,7.0
16,5,Ingo Rademacher,4.412,2.2390331103557335,0.5074871057016622,6.0
16,5,Jacoby Jones,4.901,2.144247373041832,0.4375122164949668,6.0
16,5,Kellie Pickler,4.429,3.545353089401467,0.800486134432483,8.0
16,5,Sean Lowe,4.207,1.8707353235160367,0.44467205217875844,5.0
16,5,Victor Ortiz,6.275,1.3686665949924577,0.21811419840517252,4.0
16,5,Zendaya,2.311,1.3719187881070662,0.5936472471255155,3.0
16,6,Alexandra Raisman,3.618,1.343085954017791,0.371223315096128,5.0
16,6,Andy Dick,4.484,3.4879664433463105,0.7778694119862423,7.0
16,6,Ingo Rademacher,5.326,2.4563708510234683,0.46120368964015557,7.0
16,6,Jacoby Jones,6.032,1.6503635053222971,0.27360137687703867,6.0
16,6,Kellie Pickler,5.3,1.5199704965262684,0.2867868861370318,6.0
16,6,Sean Lowe,4.219,1.9982572487124954,0.4736329103371641,7.0
16,6,Victor Ortiz,5.085,0.9003252665484767,0.17705511633205048,4.0
16,6,Zendaya,1.936,0.8640894922695511,0.44632721708137973,3.0
16,7,Alexandra Raisman,2.03,1.049858181947544,0.5171715182007607,3.0
16,7,Andy Dick,4.47,1.2548604203953022,0.2807294005358618,5.0
16,7,Ingo Rademacher,1.985,1.067667979717906,0.5378679998578871,3.0
16,7,Jacoby Jones,5.411,1.2319077062006702,0.22766729000197197,4.0
16,7,Kellie Pickler,4.245,2.3888661916653433,0.5627482194735791,6.0
16,7,Sean Lowe,5.464,0.8020893636916945,0.14679527153947555,3.0
16,7,Zendaya,4.395,1.9541734298147115,0.44463559267684,5.0
16,8,Alexandra Raisman,2.635,0.9080746663130733,0.344620366722229,2.0249999999999773
16,8,Ingo Rademacher,4.552,1.0660358495062128,0.23419065235197997,3.0
16,8,Jacoby Jones,3.513,2.4907900423429985,0.7090207920133784,5.0
16,8,Kellie Pickler,3.832,0.9862802587240347,0.2573800257630571,3.0
16,8,Sean Lowe,3.968,1.7146183003560636,0.43211146682360474,4.0
16,8,Zendaya,2.5,1.5007505629691607,0.6003002251876642,3.0
16,9,Alexandra Raisman,2.15,0.9329364235414814,0.43392391792627044,3.0
16,9,Ingo Rademacher,4.436,0.7073926804854602,0.15946633915362043,2.0
16,9,Jacoby Jones,2.259,0.6279437182688536,0.2779742002075492,3.0
16,9,Kellie Pickler,1.728,0.9720910250387876,0.5625526765270762,2.0
16,9,Zendaya,4.427,0.552246300101663,0.12474504181198623,2.0
16,10,Alexandra Raisman,2.765,0.9542985306945021,0.34513509247540763,3.0
16,10,Jacoby Jones,3.042,0.8972407932328094,0.2949509510955981,2.0
16,10,Kellie Pickler,3.12,0.6449930356337316,0.20672853706209343,2.0
16,10,Zendaya,1.073,0.29284254601535753,0.2729194277869129,1.0
17,2,Amber Riley,6.483,3.624478976052675,0.5590743446016775,9.0
17,2,Bill Engvall,6.838,2.6257666786389557,0.38399629696387183,8.0
17,2,Bill Nye,8.345,3.0008298818793415,0.3595961512138216,8.0
17,2,Brant Daugherty,4.896,3.9780659885186687,0.8125134780471137,9.0
17,2,Christina Milian,5.275,1.6024802472863566,0.3037877246040486,6.0
17,2,Corbin Bleu,5.343,2.6945522098507593,0.5043144693712819,8.0
17,2,Elizabeth Berkley Lauren,1.655,0.6888029104536721,0.4161951120565995,2.0
17,2,Jack Osbourne,6.055,2.6991221277037947,0.4457674859956721,8.0
17,2,Keyshawn Johnson,6.039,1.8397999521317159,0.3046530803331207,8.0
17,2,Leah Remini,11.847,0.3921029772199451,0.03309723788469191,1.0
17,2,"Nicole ""Snooki"" Polizzi",6.558,2.814703991285506,0.4292015845205102,7.0
17,2,Valerie Harper,8.666,1.7508596487181687,0.2020378085296756,6.0
17,3,Amber Riley,6.577,0.5748055335514799,0.08739631040770562,2.0
17,3,Bill Engvall,4.907,3.5492179346932113,0.7232969094544959,9.0
17,3,Bill Nye,9.884,0.899640680134771,0.09101989884002135,3.0
17,3,Brant Daugherty,6.174,2.2308520122815634,0.3613300959315781,7.0
17,3,Christina Milian,5.705,2.027334477851419,0.3553609952412654,6.0
17,3,Corbin Bleu,4.244,0.9671604827531981,0.2278888979154567,3.0
17,3,Elizabeth Berkley Lauren,5.059,4.110768470422217,0.8125654221036206,9.0
17,3,Jack Osbourne,6.851,3.487256795815295,0.5090142746774624,8.0
17,3,Leah Remini,2.354,1.1815583269902845,0.5019364175829586,4.0
17,3,"Nicole ""Snooki"" Polizzi",4.284,1.1120164479811352,0.2595743342626366,4.0
17,3,Valerie Harper,9.961,1.1201489783657055,0.11245346635535644,3.0
17,4,Amber Riley,1.165,0.38977804828764656,0.3345734320065636,1.0
17,4,Bill Engvall,6.289,2.4607995721989497,0.39128630500857847,7.0
17,4,Brant Daugherty,8.33,1.0650043353124128,0.12785166090185027,4.0
17,4,Christina Milian,5.318,0.9218056876184512,0.1733369100448385,3.0
17,4,Corbin Bleu,3.227,1.28105898073122,0.39698140090834216,4.0
17,4,Elizabeth Berkley Lauren,3.364,2.1208493586301698,0.630454625038695,7.0
17,4,Jack Osbourne,7.221,1.0924066790130644,0.1512819109559707,3.0
17,4,Leah Remini,6.44,1.8384177381051836,0.2854685928734757,6.0
17,4,"Nicole ""Snooki"" Polizzi",3.891,1.117303614675692,0.287150761931558,5.0
17,4,Valerie Harper,9.755,0.8022584487673649,0.08224074308225164,3.0
17,5,Amber Riley,5.33,2.0062714485146635,0.37641115356747906,6.0
17,5,Bill Engvall,4.369,1.477505337392059,0.338179294436269,4.0
17,5,Brant Daugherty,3.281,1.0923516980497776,0.3329325504571099,3.0
17,5,Christina Milian,2.9,1.275000245343359,0.43965525701495145,4.0
17,5,Corbin Bleu,6.162,2.743954315451569,0.4453025503816243,8.0
17,5,Elizabeth Berkley Lauren,5.188,3.226618518986567,0.6219388047391224,8.0
17,5,Jack Osbourne,6.636,1.9155085938656533,0.2886540979303275,7.0
17,5,Leah Remini,4.412,3.462693495856404,0.7848353345096111,8.0
17,5,"Nicole ""Snooki"" Polizzi",6.722,1.4740722129152593,0.2192907189698392,5.0
17,7,Amber Riley,5.736,2.4244962739056093,0.4226806614200853,7.0
17,7,Bill Engvall,4.625,2.526015786917365,0.5461655755497006,6.0
17,7,Brant Daugherty,3.714,2.3180978360667996,0.6241512751929994,6.0
17,7,Corbin Bleu,4.385,1.656961230844138,0.37787029209672474,5.0
17,7,Elizabeth Berkley Lauren,5.478,1.4831438621103872,0.2707455023932799,5.0
17,7,Jack Osbourne,4.756,3.1932210478857646,0.671408967175308,7.0
17,7,Leah Remini,3.226,1.4795651770412523,0.45863768662159093,4.0
17,7,"Nicole ""Snooki"" Polizzi",4.08,1.4414151649256635,0.35328803061903513,4.0
17,8,Amber Riley,1.295,0.7671789644949628,0.5924161887991991,3.0
17,8,Bill Engvall,4.61,2.4742720185990104,0.5367184422123666,6.0
17,8,Brant Daugherty,4.364,0.9572985012107877,0.21936262630861314,4.0
17,8,Corbin Bleu,2.409,0.5831458300108636,0.2420696679165063,2.0
17,8,Elizabeth Berkley Lauren,5.327,0.7187402782560525,0.13492402445204665,2.0
17,8,Jack Osbourne,4.885,2.1462482105715037,0.4393548025734911,5.0
17,8,Leah Remini,5.11,0.8914565018522748,0.1744533271726565,2.0
17,9,Amber Riley,1.328,0.5837437423705343,0.4395660710621493,2.0
17,9,Bill Engvall,3.494,0.9342573718397071,0.26738905891233744,4.0
17,9,Corbin Bleu,3.474,1.012100957586914,0.2913359117981905,4.0
17,9,Elizabeth Berkley Lauren,5.395,0.7221471432447105,0.13385489216769428,2.0
17,9,Jack Osbourne,3.616,1.4354806179829127,0.3969802593979294,4.0
17,9,Leah Remini,3.693,2.080644150276563,0.5634021527962532,5.0
17,10,Amber Riley,1.706,0.7875177357902388,0.4616164922568809,2.0
17,10,Bill Engvall,4.513,0.5622696391831478,0.12458888526105645,2.0
17,10,Corbin Bleu,2.561,0.7475545718125453,0.29189948137936167,2.0
17,10,Jack Osbourne,4.188,0.8622061234991315,0.205875387654998,3.0
17,10,Leah Remini,2.032,1.1226024390835057,0.5524618302576307,3.0
17,11,Amber Riley,1.799,0.7191078612531754,0.3997264376059897,2.0
17,11,Bill Engvall,3.714,0.45211548127487117,0.12173276286345482,1.0
17,11,Corbin Bleu,3.098,0.681807055449605,0.2200797467558441,2.0
17,11,Jack Osbourne,1.389,0.5078749225320511,0.3656406929676394,1.0
18,2,Amy Purdy,7.227,1.7042228068463865,0.2358133121414676,6.0
18,2,Billy Dee Williams,5.095,2.453159797688074,0.4814837679466289,8.0
18,2,Candace Cameron Bure,9.27,1.041241655036997,0.11232380313236213,4.0
18,2,Charlie White,5.971,2.480385315089434,0.41540534501581544,7.0
18,2,Cody Simpson,3.544,1.621324363812711,0.45748430130155504,5.0
18,2,Danica McKellar,6.055,2.536219116600024,0.4188636030718454,9.0
18,2,Drew Carey,2.493,1.1176762501727413,0.4483258123436588,5.0
18,2,James Maslow,7.902,2.1884207057111267,0.27694516650355944,7.0
18,2,Meryl Davis,7.665,2.1752026357345438,0.2837837750469072,8.0
18,2,NeNe Leakes,6.063,4.945046459284733,0.8156104996346254,10.0
18,2,Sean Avery,4.715,3.198437900757963,0.6783537435329721,10.0
18,5,Amy Purdy,5.906,0.5774924220260361,0.09778063359736473,2.0
18,5,Candace Cameron Bure,8.282,0.8216758187698789,0.09921224568581007,2.0
18,5,Charlie White,5.616,3.1708987051936237,0.5646187153122549,8.0
18,5,Cody Simpson,5.921,1.853157627724418,0.31298051473136596,6.0
18,5,Danica McKellar,5.946,1.7076299364909249,0.28718969668532207,5.0
18,5,Drew Carey,4.181,1.0823171487186232,0.25886561796666424,4.0
18,5,James Maslow,3.001,0.855412608470749,0.285042521982922,3.0
18,5,Meryl Davis,1.743,0.8219651006135398,0.4715806658712219,3.0
18,5,NeNe Leakes,4.404,3.2700882981163493,0.7425268615159739,8.0
18,6,Amy Purdy,3.023,1.2743998960668097,0.42156794444816725,4.0
18,6,Candace Cameron Bure,7.487,0.865204935018045,0.11556096367277213,3.0
18,6,Charlie White,3.448,1.3954365780082028,0.4047089843411261,5.0
18,6,Danica McKellar,4.083,1.5951976854470595,0.390692550929968,5.0
18,6,Drew Carey,4.335,3.093597476296059,0.7136326358237737,7.0
18,6,James Maslow,1.998,1.1736155134341797,0.5873951518689589,4.0
18,6,Meryl Davis,5.393,0.8277899710894281,0.153493412032158,3.0
18,6,NeNe Leakes,6.233,1.0245783331501603,0.16437964594098514,4.0
18,7,Amy Purdy,4.786,2.05387984615031,0.42914330258050776,6.0
18,7,Candace Cameron Bure,4.498,0.9575556970291144,0.21288477034884712,3.0
18,7,Charlie White,2.535,1.270586238470018,0.5012174510729853,5.0
18,7,Danica McKellar,2.318,1.0079146252991331,0.4348208047019556,3.0249999999999773
18,7,James Maslow,4.799,1.2977994002476976,0.2704312148880387,5.0
18,7,Meryl Davis,2.514,1.6877952045946372,0.6713584743813196,5.0
18,7,NeNe Leakes,6.55,0.7238950366068441,0.11051832619951818,2.0
18,8,Amy Purdy,3.295,1.1871749594665415,0.36029589058165146,4.0
18,8,Candace Cameron Bure,2.85,1.2373483870887096,0.434157328803056,4.0
18,8,Charlie White,2.375,1.3031013287818691,0.5486742436976291,5.0
18,8,Danica McKellar,5.218,0.9795077515953794,0.18771708539581822,3.0
18,8,James Maslow,4.431,1.415359403912039,0.31942211778651297,4.0
18,8,Meryl Davis,2.831,1.9784724798069226,0.6988599363500256,5.0
18,9,Amy Purdy,1.901,0.9445057390461378,0.49684678540038807,2.0
18,9,Candace Cameron Bure,3.175,1.116073752321333,0.3515192920697112,3.0
18,9,Charlie White,4.866,0.38754895715792365,0.07964425753348206,1.0
18,9,James Maslow,3.535,0.5263573425459666,0.14889882391682221,1.0
18,9,Meryl Davis,1.523,0.4997206426802086,0.32811598337505493,1.0
18,10,Amy Purdy,3.119,0.8506248071638651,0.2727235675421177,2.0
18,10,Candace Cameron Bure,2.495,1.4980718337981058,0.6004295927046516,3.0
18,10,James Maslow,1.864,0.888984979791163,0.4769232724201518,2.0
18,10,Meryl Davis,2.522,0.676737743866835,0.2683337604547324,3.0
19,1,Alfonso Ribeiro,5.002,2.9135003834707978,0.5824670898582163,7.0
19,1,Antonio Sabato Jr.,11.098,1.5877395620557286,0.14306537773073782,5.0
19,1,Bethany Mota,7.806,2.371494884664099,0.3038041102567383,8.0
19,1,Betsey Johnson,4.928,3.4249885469219525,0.695005792800721,10.0
19,1,Janel Parrish,6.799,2.478455515384882,0.3645323599624771,8.0
19,1,Jonathan Bennett,4.333,2.059211342080106,0.47523917426266,6.0
19,1,Lea Thompson,3.338,2.1873592618819027,0.6552903720437095,6.0
19,1,Lolo Jones,10.487,1.799185390133009,0.17156340136674064,5.0
19,1,Michael Waltrip,9.496,2.930285066434761,0.3085809884619588,8.0
19,1,Randy Couture,5.386,1.7111200810965699,0.31769774992509653,6.0
19,1,Sadie Robertson,6.927,4.598349249004017,0.6638298323955562,12.0
19,1,Tavis Smiley,4.32,2.953696721791918,0.6837260930073884,8.0
19,1,Tommy Chong,11.08,1.6788145872663898,0.1515175620276525,5.0
19,2,Alfonso Ribeiro,7.535,1.9392100287321987,0.25736032232676825,6.0
19,2,Antonio Sabato Jr.,7.906,2.8279252396697405,0.3576935542208121,7.0
19,2,Bethany Mota,5.184,2.5096697875303122,0.4841184003723596,7.0
19,2,Betsey Johnson,1.037,0.18885620632287062,0.18211784602012598,1.0
19,2,Janel Parrish,6.85,1.4112021440925788,0.2060149115463619,5.0
19,2,Jonathan Bennett,4.13,1.18933364306006,0.28797424771430025,5.0
19,2,Lea Thompson,5.521,3.3658413343305247,0.6096434222659889,11.0
19,2,Michael Waltrip,11.82,0.5156218244662126,0.04362282778901968,2.0
19,2,Randy Couture,7.638,2.68592073043308,0.3516523606222938,9.0
19,2,Sadie Robertson,2.822,0.8928119136263322,0.31637558952031614,3.0
19,2,Tavis Smiley,9.032,1.5189744182451803,0.16817697279065327,6.0
19,2,Tommy Chong,8.525,2.1628807301959703,0.253710349583105,7.0
19,3,Alfonso Ribeiro,10.507,0.7074259335446018,0.06732901242453619,2.0
19,3,Antonio Sabato Jr.,2.647,1.8065587880427956,0.6824929308812979,5.0
19,3,Bethany Mota,3.522,2.1978048926932403,0.6240218321105169,7.0
19,3,Betsey Johnson,6.393,1.8777851520014417,0.2937251919288975,7.0
19,3,Janel Parrish,6.165,2.652698967431437,0.43028369301402064,8.0
19,3,Jonathan Bennett,5.624,2.6843676778395746,0.47730577486478926,8.0
19,3,Lea Thompson,7.372,3.3146044413478064,0.449620786943544,8.0
19,3,Michael Waltrip,8.251,1.786950528747842,0.21657381271940881,7.0
19,3,Randy Couture,6.303,1.6576908454048176,0.2630002927819796,5.0
19,3,Sadie Robertson,6.806,2.501723930137501,0.36757624597965044,7.0
19,3,Tommy Chong,2.41,1.3797839699763887,0.5725244688698709,4.0
19,4,Alfonso Ribeiro,4.683,2.9514779725117752,0.6302536776664052,7.0
19,4,Antonio Sabato Jr.,6.386,1.8061744838930336,0.28283346130489095,6.0
19,4,Bethany Mota,3.376,1.6496500675432186,0.4886404228504795,5.0
19,4,Betsey Johnson,9.477,0.5037109535484857,0.05315088673087324,1.0
19,4,Janel Parrish,4.448,1.576636223667902,0.35445958265915056,5.0
19,4,Jonathan Bennett,8.566,1.4966241625350982,0.1747168062730677,5.0
19,4,Lea Thompson,6.894,1.8644678168958133,0.27044789917258677,5.0
19,4,Michael Waltrip,1.782,0.8031943233870126,0.45072633186701044,3.0
19,4,Sadie Robertson,5.692,1.531496484319008,0.269061223527584,4.0
19,4,Tommy Chong,3.696,2.246025073018694,0.6076907665093869,6.0
19,6,Alfonso Ribeiro,3.97,1.3939307884694432,0.3511160676245449,4.0
19,6,Antonio Sabato Jr.,5.278,2.9426816639547297,0.5575372610751668,8.0
19,6,Bethany Mota,2.71,0.7990860645378185,0.2948657064715197,3.0
19,6,Janel Parrish,6.238,1.437157410105595,0.23038752967386902,5.0
19,6,Jonathan Bennett,6.388,1.3686962151366278,0.21426052209402438,4.0
19,6,Lea Thompson,7.379,1.6781463509405772,0.2274219204418725,6.024999999999999
19,6,Michael Waltrip,4.183,1.0491003820472147,0.2508009519596497,5.0
19,6,Sadie Robertson,1.111,0.35043088020578583,0.3154193341186191,1.0
19,6,Tommy Chong,7.743,1.4088775446914952,0.18195499737717877,4.0
19,7,Alfonso Ribeiro,2.409,0.9780979887903234,0.40601826018693377,3.0
19,7,Antonio Sabato Jr.,2.76,1.9068392790259059,0.6908837967485166,5.0
19,7,Bethany Mota,5.278,2.1557744231165197,0.4084453245768321,6.0
19,7,Janel Parrish,2.152,1.0497609242098878,0.4878071209153753,3.0
19,7,Lea Thompson,4.899,1.9541283523908088,0.39888310928573356,6.0
19,7,Michael Waltrip,5.914,1.1242187811399824,0.1900944844673626,4.0
19,7,Sadie Robertson,5.688,1.593485235323878,0.2801485997404849,5.0
19,7,Tommy Chong,6.9,1.0987298153810185,0.15923620512768383,3.0
19,8,Alfonso Ribeiro,2.891,1.9185410602329576,0.663625409973351,4.0
19,8,Bethany Mota,4.203,1.704904014218307,0.40563978449162663,5.0
19,8,Janel Parrish,2.096,0.6732289634568891,0.3211970245500425,2.0
19,8,Lea Thompson,2.256,1.102578650110585,0.488731671148309,4.0
19,8,Michael Waltrip,5.077,1.0129645092978812,0.19952028940277353,4.0
19,8,Sadie Robertson,5.428,1.337387230612213,0.24638674108552192,4.0
19,8,Tommy Chong,6.049,1.2673615132254907,0.2095158725781932,5.0
19,9,Alfonso Ribeiro,3.088,1.2961234261967245,0.41972908879427606,5.0
19,9,Bethany Mota,3.01,2.181893824332582,0.7248816692134824,5.0
19,9,Janel Parrish,2.556,1.4173471250448397,0.5545176545558841,4.0
