Celebrity,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,Age,Season,results,placement,Score,Week,Judge_ID,Final_Rank,Final_Status,Elim_Week,Active,Total_Score,Max_Possible_Score,Percent_Score,Standardized_Score,Num_Judges,Week_Rank
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,8.0,4,3,,Eliminated,6.0,1,24.0,30,0.09195402298850575,0.08861942869010889,3,4.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,4,4,,Eliminated,6.0,1,24.0,30,0.09195402298850575,0.08861942869010889,3,4.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,8.0,5,1,,Eliminated,6.0,1,24.0,30,0.10434782608695652,-0.9113223768657679,3,5.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,8.0,5,2,,Eliminated,6.0,1,24.0,30,0.10434782608695652,-0.9113223768657679,3,5.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,8.0,5,3,,Eliminated,6.0,1,24.0,30,0.10434782608695652,-0.9113223768657679,3,5.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,5,4,,Eliminated,6.0,1,24.0,30,0.10434782608695652,-0.9113223768657679,3,5.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,7.0,6,1,,Eliminated,6.0,1,28.0,40,0.09180327868852459,-1.457673108960643,4,7.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,7.0,6,2,,Eliminated,6.0,1,28.0,40,0.09180327868852459,-1.457673108960643,4,7.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,7.0,6,3,,Eliminated,6.0,1,28.0,40,0.09180327868852459,-1.457673108960643,4,7.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,7.0,6,4,,Eliminated,6.0,1,28.0,40,0.09180327868852459,-1.457673108960643,4,7.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,7,1,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,7,2,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,7,3,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,7,4,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,8,1,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,8,2,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,8,3,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,8,4,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,9,1,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,9,2,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,9,3,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,9,4,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,10,1,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,10,2,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,10,3,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,10,4,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,11,1,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,11,2,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,11,3,,Eliminated,6.0,0,,0,,,0,
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,,11,4,,Eliminated,6.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7.0,1,1,,Eliminated,4.0,1,26.0,40,0.07878787878787878,0.19839454025737757,4,3.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,6.0,1,2,,Eliminated,4.0,1,26.0,40,0.07878787878787878,0.19839454025737757,4,3.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,6.0,1,3,,Eliminated,4.0,1,26.0,40,0.07878787878787878,0.19839454025737757,4,3.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7.0,1,4,,Eliminated,4.0,1,26.0,40,0.07878787878787878,0.19839454025737757,4,3.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,8.0,2,1,,Eliminated,4.0,1,30.0,40,0.08522727272727272,0.9917919268465732,4,3.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7.0,2,2,,Eliminated,4.0,1,30.0,40,0.08522727272727272,0.9917919268465732,4,3.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7.0,2,3,,Eliminated,4.0,1,30.0,40,0.08522727272727272,0.9917919268465732,4,3.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,8.0,2,4,,Eliminated,4.0,1,30.0,40,0.08522727272727272,0.9917919268465732,4,3.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7.0,3,1,,Eliminated,4.0,1,25.0,40,0.07692307692307693,-0.7184026689225972,4,7.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,6.0,3,2,,Eliminated,4.0,1,25.0,40,0.07692307692307693,-0.7184026689225972,4,7.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,6.0,3,3,,Eliminated,4.0,1,25.0,40,0.07692307692307693,-0.7184026689225972,4,7.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,6.0,3,4,,Eliminated,4.0,1,25.0,40,0.07692307692307693,-0.7184026689225972,4,7.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,6.0,4,1,,Eliminated,4.0,1,18.0,30,0.06896551724137931,-1.861008002492282,3,8.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,6.0,4,2,,Eliminated,4.0,1,18.0,30,0.06896551724137931,-1.861008002492282,3,8.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,6.0,4,3,,Eliminated,4.0,1,18.0,30,0.06896551724137931,-1.861008002492282,3,8.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,4,4,,Eliminated,4.0,1,18.0,30,0.06896551724137931,-1.861008002492282,3,8.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,5,1,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,5,2,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,5,3,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,5,4,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,6,1,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,6,2,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,6,3,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,6,4,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,7,1,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,7,2,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,7,3,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,7,4,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,8,1,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,8,2,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,8,3,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,8,4,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,9,1,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,9,2,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,9,3,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,9,4,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,10,1,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,10,2,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,10,3,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,10,4,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,11,1,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,11,2,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,11,3,,Eliminated,4.0,0,,0,,,0,
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,,11,4,,Eliminated,4.0,0,,0,,,0,
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,1,1,3.0,Finalist,,1,26.0,40,0.07878787878787878,0.19839454025737757,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,6.0,1,2,3.0,Finalist,,1,26.0,40,0.07878787878787878,0.19839454025737757,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,6.0,1,3,3.0,Finalist,,1,26.0,40,0.07878787878787878,0.19839454025737757,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,1,4,3.0,Finalist,,1,26.0,40,0.07878787878787878,0.19839454025737757,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,2,1,3.0,Finalist,,1,28.0,40,0.07954545454545454,0.3131974505831285,4,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,2,2,3.0,Finalist,,1,28.0,40,0.07954545454545454,0.3131974505831285,4,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,2,3,3.0,Finalist,,1,28.0,40,0.07954545454545454,0.3131974505831285,4,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,2,4,3.0,Finalist,,1,28.0,40,0.07954545454545454,0.3131974505831285,4,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8.0,3,1,3.0,Finalist,,1,32.0,40,0.09846153846153846,1.6954302986573306,4,1.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8.0,3,2,3.0,Finalist,,1,32.0,40,0.09846153846153846,1.6954302986573306,4,1.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8.0,3,3,3.0,Finalist,,1,32.0,40,0.09846153846153846,1.6954302986573306,4,1.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8.0,3,4,3.0,Finalist,,1,32.0,40,0.09846153846153846,1.6954302986573306,4,1.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8.0,4,1,3.0,Finalist,,1,23.0,30,0.08812260536398467,-0.23631847650695625,3,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,4,2,3.0,Finalist,,1,23.0,30,0.08812260536398467,-0.23631847650695625,3,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8.0,4,3,3.0,Finalist,,1,23.0,30,0.08812260536398467,-0.23631847650695625,3,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,,4,4,3.0,Finalist,,1,23.0,30,0.08812260536398467,-0.23631847650695625,3,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8.0,5,1,3.0,Finalist,,1,24.0,30,0.10434782608695652,-0.9113223768657679,3,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8.0,5,2,3.0,Finalist,,1,24.0,30,0.10434782608695652,-0.9113223768657679,3,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8.0,5,3,3.0,Finalist,,1,24.0,30,0.10434782608695652,-0.9113223768657679,3,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,,5,4,3.0,Finalist,,1,24.0,30,0.10434782608695652,-0.9113223768657679,3,5.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.0,6,1,3.0,Finalist,,1,37.0,40,0.12131147540983607,0.7700914537905296,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,10.0,6,2,3.0,Finalist,,1,37.0,40,0.12131147540983607,0.7700914537905296,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.0,6,3,3.0,Finalist,,1,37.0,40,0.12131147540983607,0.7700914537905296,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.0,6,4,3.0,Finalist,,1,37.0,40,0.12131147540983607,0.7700914537905296,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.5,7,1,3.0,Finalist,,1,37.0,40,0.13430127041742287,1.5041441184064586,4,1.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.0,7,2,3.0,Finalist,,1,37.0,40,0.13430127041742287,1.5041441184064586,4,1.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.0,7,3,3.0,Finalist,,1,37.0,40,0.13430127041742287,1.5041441184064586,4,1.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.5,7,4,3.0,Finalist,,1,37.0,40,0.13430127041742287,1.5041441184064586,4,1.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,10.0,8,1,3.0,Finalist,,1,30.0,30,0.14925387985460684,0.30619614062382144,3,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,10.0,8,2,3.0,Finalist,,1,30.0,30,0.14925387985460684,0.30619614062382144,3,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,10.0,8,3,3.0,Finalist,,1,30.0,30,0.14925387985460684,0.30619614062382144,3,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,,8,4,3.0,Finalist,,1,30.0,30,0.14925387985460684,0.30619614062382144,3,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.0,9,1,3.0,Finalist,,1,37.0,40,0.16299559471365638,-0.49751859510499596,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.0,9,2,3.0,Finalist,,1,37.0,40,0.16299559471365638,-0.49751859510499596,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,10.0,9,3,3.0,Finalist,,1,37.0,40,0.16299559471365638,-0.49751859510499596,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.0,9,4,3.0,Finalist,,1,37.0,40,0.16299559471365638,-0.49751859510499596,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.0,10,1,3.0,Finalist,,1,28.0,30,0.19112627986348124,-1.7371980724307594,3,4.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.5,10,2,3.0,Finalist,,1,28.0,30,0.19112627986348124,-1.7371980724307594,3,4.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.5,10,3,3.0,Finalist,,1,28.0,30,0.19112627986348124,-1.7371980724307594,3,4.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,,10,4,3.0,Finalist,,1,28.0,30,0.19112627986348124,-1.7371980724307594,3,4.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.3333,11,1,3.0,Finalist,,1,38.3331,40,0.25191616266698036,0.1929830616317955,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.6666,11,2,3.0,Finalist,,1,38.3331,40,0.25191616266698036,0.1929830616317955,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.6666,11,3,3.0,Finalist,,1,38.3331,40,0.25191616266698036,0.1929830616317955,4,3.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9.6666,11,4,3.0,Finalist,,1,38.3331,40,0.25191616266698036,0.1929830616317955,4,3.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5.0,1,1,,Eliminated,2.0,1,22.0,40,0.06666666666666667,-1.0911699714155738,4,6.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,6.0,1,2,,Eliminated,2.0,1,22.0,40,0.06666666666666667,-1.0911699714155738,4,6.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5.0,1,3,,Eliminated,2.0,1,22.0,40,0.06666666666666667,-1.0911699714155738,4,6.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,6.0,1,4,,Eliminated,2.0,1,22.0,40,0.06666666666666667,-1.0911699714155738,4,6.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,6.0,2,1,,Eliminated,2.0,1,24.0,40,0.06818181818181818,-1.0439915019437611,4,8.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,6.0,2,2,,Eliminated,2.0,1,24.0,40,0.06818181818181818,-1.0439915019437611,4,8.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,6.0,2,3,,Eliminated,2.0,1,24.0,40,0.06818181818181818,-1.0439915019437611,4,8.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,6.0,2,4,,Eliminated,2.0,1,24.0,40,0.06818181818181818,-1.0439915019437611,4,8.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,3,1,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,3,2,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,3,3,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,3,4,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,4,1,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,4,2,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,4,3,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,4,4,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,5,1,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,5,2,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,5,3,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,5,4,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,6,1,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,6,2,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,6,3,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,6,4,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,7,1,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,7,2,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,7,3,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,7,4,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,8,1,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,8,2,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,8,3,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,8,4,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,9,1,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,9,2,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,9,3,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,9,4,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,10,1,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,10,2,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,10,3,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,10,4,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,11,1,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,11,2,,Eliminated,2.0,0,,0,,,0,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,,11,3,,Eliminated,2.0,0,,0,,,0,
