Season,Week,Celebrity,Rank_mean_sigma0.3,Rank_mean_sigma0.5,Rank_mean_sigma1,Rank_mean_existing,Delta_mean_0.3_minus_0.5,Delta_mean_1_minus_0.5
18,6,Charlie White,2.93,2.9633333333333334,3.5883333333333334,3.448,-0.033333333,0.625
18,6,Danica McKellar,3.37,5.038333333333333,2.8783333333333334,4.083,-1.668333333,-2.16
18,6,Drew Carey,7.115,6.91,6.568333333333333,4.335,0.20500000000000007,-0.341666667
18,6,James Maslow,5.055,3.421666666666667,3.045,1.998,1.6333333333333329,-0.376666667
18,6,Meryl Davis,2.9683333333333333,3.2983333333333333,5.775,5.393,-0.33,2.476666666666667
18,6,NeNe Leakes,5.866666666666666,5.305,5.765,6.233,0.5616666666666665,0.45999999999999996
18,7,Amy Purdy,3.69,3.74,4.761666666666667,4.786,-0.05,1.0216666666666665
18,7,Candace Cameron Bure,5.848333333333334,5.083333333333333,6.236666666666666,4.498,0.7650000000000006,1.1533333333333333
18,7,Charlie White,3.0616666666666665,2.675,1.5283333333333333,2.535,0.3866666666666667,-1.146666667
18,7,Danica McKellar,4.801666666666667,3.3183333333333334,2.8316666666666666,2.318,1.4833333333333334,-0.486666667
18,7,James Maslow,3.1216666666666666,4.273333333333333,3.901666666666667,4.799,-1.151666667,-0.371666667
18,7,Meryl Davis,1.2716666666666667,1.9483333333333333,2.485,2.514,-0.676666667,0.5366666666666666
18,7,NeNe Leakes,6.205,6.961666666666667,6.255,6.55,-0.756666667,-0.706666667
18,8,Amy Purdy,2.2733333333333334,1.975,1.8733333333333333,3.295,0.29833333333333334,-0.101666667
18,8,Candace Cameron Bure,2.5883333333333334,3.566666666666667,3.0116666666666667,2.85,-0.978333333,-0.555
18,8,Charlie White,2.4683333333333333,2.53,3.3733333333333335,2.375,-0.061666667,0.8433333333333337
18,8,Danica McKellar,5.701666666666667,5.895,5.791666666666667,5.218,-0.193333333,-0.103333333
18,8,James Maslow,4.861666666666666,4.308333333333334,3.4833333333333334,4.431,0.5533333333333328,-0.825
18,8,Meryl Davis,3.1066666666666665,2.725,3.466666666666667,2.831,0.3816666666666664,0.7416666666666667
18,9,Amy Purdy,3.7216666666666667,3.67,2.385,1.901,0.05166666666666675,-1.285
18,9,Candace Cameron Bure,2.295,2.7983333333333333,3.006666666666667,3.175,-0.503333333,0.20833333333333348
18,9,Charlie White,4.068333333333333,4.511666666666667,4.56,4.866,-0.443333333,0.048333333333332895
18,9,James Maslow,3.7116666666666664,2.808333333333333,3.695,3.535,0.9033333333333333,0.8866666666666667
18,9,Meryl Davis,1.2033333333333334,1.2116666666666667,1.3533333333333333,1.523,-0.008333333,0.1416666666666666
18,10,Amy Purdy,2.225,2.7683333333333335,2.5966666666666667,3.119,-0.543333333,-0.171666667
18,10,Candace Cameron Bure,3.325,2.03,2.4566666666666666,2.495,1.2950000000000004,0.42666666666666675
18,10,James Maslow,1.6516666666666666,1.7766666666666666,1.7916666666666667,1.864,-0.125,0.015000000000000124
18,10,Meryl Davis,2.7983333333333333,3.425,3.155,2.522,-0.626666667,-0.27
19,1,Alfonso Ribeiro,1.71,2.3133333333333335,2.9366666666666665,5.002,-0.603333333,0.6233333333333331
19,1,Antonio Sabato Jr.,10.27,10.998333333333333,11.785,11.098,-0.728333333,0.7866666666666671
19,1,Bethany Mota,4.3133333333333335,5.795,4.221666666666667,7.806,-1.481666667,-1.573333333
19,1,Betsey Johnson,11.913333333333334,11.291666666666666,8.828333333333333,4.928,0.6216666666666679,-2.463333333
19,1,Janel Parrish,5.031666666666666,4.871666666666667,7.9783333333333335,6.799,0.15999999999999925,3.1066666666666665
19,1,Jonathan Bennett,7.496666666666667,8.396666666666667,8.276666666666667,4.333,-0.9,-0.12
19,1,Lea Thompson,3.736666666666667,3.263333333333333,2.6,3.338,0.4733333333333336,-0.663333333
19,1,Lolo Jones,11.028333333333334,8.88,8.383333333333333,10.487,2.1483333333333334,-0.496666667
19,1,Michael Waltrip,11.8,11.403333333333334,10.091666666666667,9.496,0.3966666666666665,-1.311666667
19,1,Randy Couture,3.716666666666667,4.501666666666667,5.3,5.386,-0.785,0.7983333333333329
19,1,Sadie Robertson,4.851666666666667,4.558333333333334,6.361666666666666,6.927,0.293333333333333,1.8033333333333328
19,1,Tavis Smiley,5.201666666666667,3.8666666666666667,3.86,4.32,1.3350000000000004,-0.006666667
19,1,Tommy Chong,9.93,10.86,10.376666666666667,11.08,-0.93,-0.483333333
19,2,Alfonso Ribeiro,5.373333333333333,6.015,7.788333333333333,7.535,-0.641666667,1.7733333333333334
19,2,Antonio Sabato Jr.,8.636666666666667,9.6,9.06,7.906,-0.963333333,-0.54
19,2,Bethany Mota,7.135,8.408333333333333,6.635,5.184,-1.273333333,-1.773333333
19,2,Betsey Johnson,7.3566666666666665,6.281666666666666,2.37,1.037,1.0750000000000002,-3.911666667
19,2,Janel Parrish,2.77,3.47,5.966666666666667,6.85,-0.7,2.4966666666666666
19,2,Jonathan Bennett,5.878333333333333,4.08,5.2283333333333335,4.13,1.798333333333333,1.1483333333333334
19,2,Lea Thompson,1.3283333333333334,1.8066666666666666,2.5,5.521,-0.478333333,0.6933333333333334
19,2,Michael Waltrip,11.675,11.805,11.801666666666666,11.82,-0.13,-0.003333333
19,2,Randy Couture,7.795,6.2683333333333335,6.698333333333333,7.638,1.5266666666666664,0.4299999999999997
19,2,Sadie Robertson,3.1866666666666665,3.615,2.51,2.822,-0.428333333,-1.105
19,2,Tavis Smiley,9.276666666666667,8.933333333333334,9.855,9.032,0.3433333333333337,0.9216666666666669
19,2,Tommy Chong,7.588333333333333,7.716666666666667,7.586666666666667,8.525,-0.128333333,-0.13
19,3,Alfonso Ribeiro,5.17,5.553333333333334,6.528333333333333,10.507,-0.383333333,0.9749999999999996
19,3,Antonio Sabato Jr.,5.525,3.695,4.595,2.647,1.8300000000000005,0.8999999999999999
19,3,Bethany Mota,1.9033333333333333,2.3233333333333333,2.955,3.522,-0.42,0.6316666666666668
19,3,Betsey Johnson,7.5633333333333335,9.215,7.066666666666666,6.393,-1.651666667,-2.148333333
19,3,Janel Parrish,2.105,3.6216666666666666,3.88,6.165,-1.516666667,0.2583333333333333
19,3,Jonathan Bennett,9.665,8.351666666666667,9.818333333333333,5.624,1.3133333333333326,1.4666666666666668
19,3,Lea Thompson,6.726666666666667,5.696666666666666,6.8133333333333335,7.372,1.0300000000000002,1.1166666666666671
19,3,Michael Waltrip,9.631666666666666,10.485,9.813333333333333,8.251,-0.853333333,-0.671666667
19,3,Randy Couture,10.261666666666667,8.043333333333333,7.196666666666666,6.303,2.2183333333333337,-0.846666667
19,3,Sadie Robertson,5.331666666666667,6.516666666666667,5.153333333333333,6.806,-1.185,-1.363333333
19,3,Tommy Chong,2.1166666666666667,2.4983333333333335,2.18,2.41,-0.381666667,-0.318333333
19,4,Alfonso Ribeiro,1.8716666666666666,2.796666666666667,2.7333333333333334,4.683,-0.925,-0.063333333
19,4,Antonio Sabato Jr.,5.21,4.7,6.026666666666666,6.386,0.5099999999999998,1.3266666666666662
19,4,Bethany Mota,3.5166666666666666,2.2783333333333333,3.15,3.376,1.2383333333333333,0.8716666666666666
19,4,Betsey Johnson,8.006666666666666,9.171666666666667,9.466666666666667,9.477,-1.165,0.29499999999999993
19,4,Janel Parrish,1.7166666666666666,2.0966666666666667,2.2666666666666666,4.448,-0.38,0.16999999999999993
19,4,Jonathan Bennett,8.96,9.503333333333334,9.216666666666667,8.566,-0.543333333,-0.286666667
19,4,Lea Thompson,4.406666666666666,5.24,6.471666666666667,6.894,-0.833333333,1.2316666666666665
19,4,Michael Waltrip,8.911666666666667,6.15,4.0216666666666665,1.782,2.7616666666666667,-2.128333333
19,4,Sadie Robertson,4.278333333333333,4.738333333333333,3.375,5.692,-0.46,-1.363333333
19,4,Tommy Chong,8.121666666666666,8.325,8.271666666666667,3.696,-0.203333333,-0.053333333
19,6,Alfonso Ribeiro,1.4266666666666667,1.2533333333333334,1.71,3.97,0.17333333333333334,0.45666666666666655
19,6,Antonio Sabato Jr.,6.881666666666667,6.5183333333333335,6.101666666666667,5.278,0.3633333333333333,-0.416666667
19,6,Bethany Mota,2.4383333333333335,3.1783333333333332,4.765,2.71,-0.74,1.5866666666666664
19,6,Janel Parrish,6.015,6.008333333333334,5.858333333333333,6.238,0.0066666666666659324,-0.15
19,6,Jonathan Bennett,6.72,7.341666666666667,6.73,6.388,-0.621666667,-0.611666667
19,6,Lea Thompson,6.613333333333333,5.891666666666667,5.37,7.379,0.7216666666666667,-0.521666667
19,6,Michael Waltrip,4.846666666666667,5.738333333333333,3.72,4.183,-0.891666667,-2.018333333
19,6,Sadie Robertson,2.63,2.555,2.79,1.111,0.07499999999999973,0.23499999999999988
19,6,Tommy Chong,7.428333333333334,6.515,7.955,7.743,0.913333333333334,1.4400000000000004
19,7,Alfonso Ribeiro,2.9183333333333334,2.9583333333333335,2.5183333333333335,2.409,-0.04,-0.44
19,7,Antonio Sabato Jr.,5.165,4.315,2.9683333333333333,2.76,0.8499999999999996,-1.346666667
19,7,Bethany Mota,2.5633333333333335,3.345,4.215,5.278,-0.781666667,0.8699999999999997
19,7,Janel Parrish,4.953333333333333,4.845,4.328333333333333,2.152,0.10833333333333339,-0.516666667
19,7,Lea Thompson,4.011666666666667,2.6633333333333336,2.94,4.899,1.3483333333333332,0.2766666666666664
19,7,Michael Waltrip,6.52,7.556666666666667,7.565,5.914,-1.036666667,0.008333333333333748
19,7,Sadie Robertson,2.5716666666666668,3.065,4.13,5.688,-0.493333333,1.065
19,7,Tommy Chong,7.296666666666667,7.251666666666667,7.335,6.9,0.04499999999999993,0.08333333333333304
19,8,Alfonso Ribeiro,3.055,2.526666666666667,2.4283333333333332,2.891,0.5283333333333333,-0.098333333
19,8,Bethany Mota,2.7583333333333333,3.6483333333333334,3.635,4.203,-0.89,-0.013333333
19,8,Janel Parrish,1.0616666666666668,1.435,1.2783333333333333,2.096,-0.373333333,-0.156666667
19,8,Lea Thompson,5.458333333333333,5.461666666666667,5.226666666666667,2.256,-0.003333333,-0.235
19,8,Michael Waltrip,6.34,6.27,6.381666666666667,5.077,0.07000000000000028,0.11166666666666725
19,8,Sadie Robertson,3.3916666666666666,2.9066666666666667,3.296666666666667,5.428,0.4849999999999999,0.3900000000000001
19,8,Tommy Chong,5.935,5.751666666666667,5.753333333333333,6.049,0.18333333333333268,0.001666666666666039
19,9,Alfonso Ribeiro,1.9883333333333333,1.8433333333333333,1.73,3.088,0.14500000000000002,-0.113333333
19,9,Bethany Mota,2.7,3.42,3.4316666666666666,3.01,-0.72,0.011666666666666714
19,9,Janel Parrish,2.355,1.58,1.89,2.556,0.7749999999999999,0.30999999999999983
19,9,Lea Thompson,3.3133333333333335,3.203333333333333,4.045,3.03,0.11000000000000032,0.8416666666666668
19,9,Sadie Robertson,4.656666666666666,5.1,4.4366666666666665,3.705,-0.443333333,-0.663333333
19,9,Tommy Chong,5.986666666666666,5.8533333333333335,5.466666666666667,5.611,0.13333333333333286,-0.386666667
19,10,Alfonso Ribeiro,1.775,2.4383333333333335,2.493333333333333,2.474,-0.663333333,0.054999999999999716
19,10,Bethany Mota,3.533333333333333,2.6616666666666666,2.83,3.991,0.8716666666666666,0.16833333333333345
19,10,Janel Parrish,1.95,2.5883333333333334,2.183333333333333,4.784,-0.638333333,-0.405
19,10,Sadie Robertson,2.973333333333333,2.56,2.8366666666666664,1.24,0.4133333333333331,0.2766666666666664
19,10,Tommy Chong,4.7683333333333335,4.751666666666667,4.656666666666666,2.511,0.016666666666666607,-0.095
19,11,Alfonso Ribeiro,2.6066666666666665,2.3766666666666665,2.6633333333333336,3.232,0.22999999999999998,0.28666666666666707
19,11,Bethany Mota,3.905,3.89,3.985,3.212,0.01499999999999968,0.09499999999999975
19,11,Janel Parrish,1.9866666666666666,2.5566666666666666,2.1016666666666666,2.253,-0.57,-0.455
19,11,Sadie Robertson,1.5016666666666667,1.1766666666666667,1.25,1.303,0.32499999999999996,0.07333333333333325
20,2,Charlotte McKinney,10.773333333333333,10.431666666666667,9.831666666666667,9.136,0.3416666666666668,-0.6
20,2,Chris Soules,11.188333333333333,10.008333333333333,8.898333333333333,10.613,1.1799999999999997,-1.11
20,2,Michael Sam,8.89,9.308333333333334,9.21,3.354,-0.418333333,-0.098333333
20,2,Nastia Liukin,1.0283333333333333,1.0183333333333333,1.2666666666666666,2.373,0.010000000000000009,0.2483333333333333
20,2,Noah Galloway,8.515,8.563333333333333,8.605,9.401,-0.048333333,0.04166666666666785
20,2,Patti LaBelle,8.32,8.201666666666666,5.86,7.013,0.11833333333333407,-2.341666667
20,2,Redfoo,4.15,4.336666666666667,4.538333333333333,5.059,-0.186666667,0.20166666666666622
20,2,Riker Lynch,2.815,2.955,2.183333333333333,2.742,-0.14,-0.771666667
20,2,Robert Herjavec,6.176666666666667,5.005,6.071666666666666,4.797,1.1716666666666669,1.0666666666666664
20,2,Rumer Willis,4.6866666666666665,4.46,4.916666666666667,6.253,0.22666666666666657,0.456666666666667
20,2,Suzanne Somers,7.383333333333334,7.2283333333333335,7.6066666666666665,9.686,0.15500000000000025,0.37833333333333297
20,2,Willow Shields,4.073333333333333,6.483333333333333,9.011666666666667,7.573,-2.41,2.5283333333333333
20,3,Charlotte McKinney,9.376666666666667,9.735,9.378333333333334,7.937,-0.358333333,-0.356666667
20,3,Chris Soules,7.093333333333334,6.765,6.305,7.852,0.32833333333333403,-0.46
20,3,Michael Sam,9.556666666666667,9.67,10.44,10.75,-0.113333333,0.7699999999999996
20,3,Nastia Liukin,4.273333333333333,3.8433333333333333,4.901666666666666,6.127,0.43000000000000016,1.0583333333333331
20,3,Noah Galloway,5.94,6.618333333333333,6.418333333333333,5.44,-0.678333333,-0.2
20,3,Patti LaBelle,10.826666666666666,10.228333333333333,8.126666666666667,6.556,0.5983333333333327,-2.101666667
20,3,Riker Lynch,1.7116666666666667,1.5033333333333334,2.0483333333333333,3.394,0.20833333333333326,0.5449999999999999
20,3,Robert Herjavec,4.645,4.466666666666667,6.288333333333333,6.105,0.1783333333333328,1.8216666666666663
20,3,Rumer Willis,2.8383333333333334,3.215,4.698333333333333,5.812,-0.376666667,1.4833333333333334
20,3,Suzanne Somers,7.198333333333333,6.301666666666667,5.6066666666666665,4.693,0.8966666666666665,-0.695
20,3,Willow Shields,2.54,3.6533333333333333,1.7883333333333333,1.334,-1.113333333,-1.865
20,4,Chris Soules,9.49,9.038333333333334,9.645,8.933,0.4516666666666662,0.6066666666666656
20,4,Michael Sam,6.48,5.826666666666667,6.468333333333334,5.853,0.6533333333333333,0.6416666666666666
20,4,Nastia Liukin,4.951666666666667,4.753333333333333,6.001666666666667,7.195,0.19833333333333414,1.248333333333334
20,4,Noah Galloway,5.568333333333333,5.023333333333333,4.541666666666667,3.015,0.5449999999999999,-0.481666667
20,4,Patti LaBelle,7.595,6.6033333333333335,5.425,4.486,0.9916666666666663,-1.178333333
20,4,Riker Lynch,2.65,2.945,6.368333333333333,5.948,-0.295,3.4233333333333333
20,4,Robert Herjavec,4.695,5.808333333333334,2.9883333333333333,4.472,-1.113333333,-2.82
20,4,Rumer Willis,3.8316666666666666,4.01,3.635,4.94,-0.178333333,-0.375
20,4,Suzanne Somers,8.185,8.261666666666667,7.67,5.73,-0.076666667,-0.591666667
20,4,Willow Shields,1.5533333333333332,2.73,2.256666666666667,4.428,-1.176666667,-0.473333333
20,5,Chris Soules,7.3133333333333335,6.735,4.865,3.635,0.5783333333333331,-1.87
20,5,Nastia Liukin,4.64,5.501666666666667,6.183333333333334,3.989,-0.861666667,0.6816666666666666
20,5,Noah Galloway,5.921666666666667,4.698333333333333,5.06,3.722,1.2233333333333336,0.36166666666666636
20,5,Patti LaBelle,8.018333333333333,8.545,6.916666666666667,8.736,-0.526666667,-1.628333333
20,5,Riker Lynch,1.805,1.615,1.6033333333333333,2.495,0.18999999999999995,-0.011666667
20,5,Robert Herjavec,7.223333333333334,7.778333333333333,8.648333333333333,5.779,-0.555,0.8700000000000001
20,5,Rumer Willis,1.5866666666666667,2.375,2.3833333333333333,4.576,-0.788333333,0.008333333333333304
20,5,Suzanne Somers,5.575,5.236666666666666,4.115,7.169,0.3383333333333338,-1.121666667
20,5,Willow Shields,2.9166666666666665,2.515,5.225,4.899,0.4016666666666664,2.7099999999999995
20,6,Chris Soules,2.6016666666666666,2.48,2.6016666666666666,2.252,0.12166666666666659,0.12166666666666659
20,6,Nastia Liukin,4.541666666666667,4.541666666666667,4.798333333333333,6.52,0,0.25666666666666593
20,6,Noah Galloway,3.6,3.05,2.49,1.563,0.5500000000000003,-0.56
20,6,Patti LaBelle,5.596666666666667,5.921666666666667,4.906666666666666,4.643,-0.325,-1.015
20,6,Riker Lynch,6.203333333333333,5.6066666666666665,6.41,7.033,0.5966666666666667,0.8033333333333337
20,6,Robert Herjavec,6.523333333333333,6.683333333333334,5.3133333333333335,3.82,-0.16,-1.37
20,6,Rumer Willis,3.9766666666666666,3.9233333333333333,6.011666666666667,4.719,0.05333333333333323,2.0883333333333334
20,6,Willow Shields,2.9566666666666666,3.7933333333333334,3.4683333333333333,5.45,-0.836666667,-0.325
20,7,Chris Soules,6.848333333333334,5.431666666666667,5.075,4.018,1.416666666666667,-0.356666667
20,7,Nastia Liukin,1,1.015,1,1,-0.015,-0.015
20,7,Noah Galloway,3.151666666666667,3.3066666666666666,3.7883333333333336,5.749,-0.155,0.4816666666666669
20,7,Riker Lynch,2.1466666666666665,2.1233333333333335,2.4466666666666668,2.745,0.023333333333332984,0.32333333333333325
20,7,Robert Herjavec,5.286666666666667,4.631666666666667,4.996666666666667,3.587,0.6550000000000002,0.3650000000000002
20,7,Rumer Willis,5.275,5.943333333333333,4.738333333333333,6.426,-0.668333333,-1.205
20,7,Willow Shields,4.291666666666667,5.548333333333333,5.955,4.475,-1.256666667,0.4066666666666672
20,9,Nastia Liukin,3.5716666666666668,2.8466666666666667,2.723333333333333,3.429,0.7250000000000001,-0.123333333
20,9,Noah Galloway,3.0716666666666668,2.6633333333333336,3.9133333333333336,2.198,0.4083333333333332,1.25
20,9,Riker Lynch,2.158333333333333,2.183333333333333,1.5,2.405,-0.025,-0.683333333
20,9,Rumer Willis,1.1983333333333333,2.3066666666666666,1.8633333333333333,1.968,-1.108333333,-0.443333333
21,4,Alek Skarlatos,6.171666666666667,8.223333333333333,7.435,7.952,-2.051666667,-0.788333333
21,4,Alexa PenaVega,7.358333333333333,6.638333333333334,5.066666666666666,5.575,0.7199999999999998,-1.571666667
21,4,Andy Grammer,5.661666666666667,5.466666666666667,5.513333333333334,5.317,0.19500000000000028,0.046666666666666856
21,4,Bindi Irwin,1.5033333333333334,1.8883333333333334,1.4216666666666666,1.317,-0.385,-0.466666667
21,4,Carlos PenaVega,5.906666666666666,6.828333333333333,7.08,6.115,-0.921666667,0.2516666666666669
21,4,Gary Busey,9.748333333333333,8.28,8.811666666666667,6.315,1.4683333333333337,0.5316666666666681
21,4,Hayes Grier,1.83,2.191666666666667,3.6733333333333333,4.039,-0.361666667,1.4816666666666665
21,4,Nick Carter,4.956666666666667,5.755,6.745,5.004,-0.798333333,0.9900000000000002
21,4,Paula Deen,8.541666666666666,7.351666666666667,6.261666666666667,7.463,1.1899999999999995,-1.09
21,4,Tamar Braxton,3.3216666666666668,2.3766666666666665,2.9916666666666667,5.903,0.9450000000000003,0.6150000000000002
21,6,Alek Skarlatos,6.07,5.721666666666667,5.323333333333333,5.459,0.3483333333333336,-0.398333333
21,6,Alexa PenaVega,7.236666666666666,7.618333333333333,8.503333333333334,7.848,-0.381666667,0.8850000000000007
21,6,Andy Grammer,2.82,1.545,2.005,3.192,1.275,0.45999999999999996
21,6,Bindi Irwin,2.25,2.515,2.44,3.354,-0.265,-0.075
21,6,Carlos PenaVega,2.841666666666667,4.286666666666667,4.895,5.283,-1.445,0.6083333333333325
21,6,Hayes Grier,7.175,7.0633333333333335,6.541666666666667,5.538,0.11166666666666636,-0.521666667
21,6,Nick Carter,2.215,3.845,4.3116666666666665,4.49,-1.63,0.46666666666666634
21,6,Paula Deen,8.95,8.665,6.251666666666667,5.612,0.28500000000000014,-2.413333333
21,6,Tamar Braxton,5.441666666666666,3.74,4.7283333333333335,4.224,1.7016666666666662,0.9883333333333333
21,7,Alek Skarlatos,5.466666666666667,5.671666666666667,6.738333333333333,5.997,-0.205,1.0666666666666664
21,7,Alexa PenaVega,5.605,5.338333333333333,4.546666666666667,5.711,0.2666666666666675,-0.791666667
21,7,Andy Grammer,3.8016666666666667,3.0366666666666666,3.4766666666666666,1.752,0.7650000000000001,0.43999999999999995
21,7,Bindi Irwin,2.9133333333333336,4.838333333333333,5.818333333333333,7.382,-1.925,0.9800000000000004
21,7,Carlos PenaVega,2.2733333333333334,2.245,1.635,1.858,0.02833333333333332,-0.61
21,7,Hayes Grier,5.935,4.766666666666667,5.37,6.108,1.168333333333333,0.6033333333333335
21,7,Nick Carter,4.133333333333334,4.1466666666666665,2.77,3.158,-0.013333333,-1.376666667
21,7,Tamar Braxton,5.871666666666667,5.956666666666667,5.645,4.034,-0.085,-0.311666667
21,8,Alek Skarlatos,5.26,5.245,6.0216666666666665,5.81,0.01499999999999968,0.7766666666666664
21,8,Alexa PenaVega,5.173333333333333,5.1033333333333335,3.2216666666666667,3.166,0.0699999999999994,-1.881666667
21,8,Andy Grammer,6.208333333333333,6.45,5.371666666666667,5.224,-0.241666667,-1.078333333
21,8,Bindi Irwin,3.4783333333333335,3.6233333333333335,3.615,3.842,-0.145,-0.008333333
21,8,Carlos PenaVega,2.495,1.7166666666666666,1.23,2.072,0.7783333333333335,-0.486666667
21,8,Nick Carter,1.3716666666666666,1.9633333333333334,4.613333333333333,3.746,-0.591666667,2.65
21,8,Tamar Braxton,4.013333333333334,3.8983333333333334,3.9266666666666667,4.14,0.11500000000000021,0.02833333333333332
21,9,Alek Skarlatos,4.876666666666667,3.9766666666666666,3.6533333333333333,3.546,0.9000000000000004,-0.323333333
21,9,Alexa PenaVega,1.81,2.783333333333333,3.8983333333333334,5.043,-0.973333333,1.1150000000000002
21,9,Bindi Irwin,2.4366666666666665,1.8983333333333334,3.615,3.779,0.5383333333333331,1.7166666666666668
21,9,Carlos PenaVega,4.128333333333333,4.246666666666667,3.745,3.234,-0.118333333,-0.501666667
21,9,Nick Carter,2.735,3.6533333333333333,2.796666666666667,2.844,-0.918333333,-0.856666667
21,9,Tamar Braxton,5.013333333333334,4.441666666666666,3.2916666666666665,2.554,0.5716666666666672,-1.15
21,11,Alek Skarlatos,2.591666666666667,2.1683333333333334,1.1733333333333333,2.185,0.42333333333333334,-0.995
21,11,Bindi Irwin,2.45,2.4283333333333332,3.1233333333333335,2.59,0.021666666666666945,0.6950000000000003
21,11,Carlos PenaVega,3.3066666666666666,3.8916666666666666,3.5283333333333333,3.486,-0.585,-0.363333333
21,11,Nick Carter,1.6516666666666666,1.5116666666666667,2.175,1.739,0.1399999999999999,0.6633333333333331
22,2,Antonio Brown,6.921666666666667,5.286666666666667,7.666666666666667,6.598,1.6349999999999998,2.38
22,2,Doug Flutie,5.6866666666666665,3.855,5.3,5.029,1.8316666666666666,1.4449999999999998
22,2,Geraldo Rivera,11.711666666666666,11.933333333333334,11.055,9.346,-0.221666667,-0.878333333
22,2,Ginger Zee,3.535,4.348333333333334,2.5366666666666666,5.078,-0.813333333,-1.811666667
22,2,Jodie Sweetin,8.641666666666667,9.635,10.325,7.454,-0.993333333,0.6899999999999995
22,2,Kim Fields,6.901666666666666,8.105,7.538333333333333,9.193,-1.203333333,-0.566666667
22,2,Marla Maples,6.843333333333334,4.645,6.3933333333333335,3.38,2.198333333333334,1.748333333333334
22,2,Mischa Barton,10.898333333333333,9.821666666666667,6.041666666666667,7.94,1.0766666666666662,-3.78
22,2,Nyle DiMarco,5.6,4.315,5.036666666666667,5.435,1.2849999999999993,0.7216666666666667
22,2,Paige VanZant,1.875,4.625,3.0433333333333334,6.192,-2.75,-1.581666667
22,2,Von Miller,6.961666666666667,8.346666666666666,9.385,8.249,-1.385,1.038333333333334
22,2,Wanya Morris,2.4233333333333333,3.0833333333333335,3.6783333333333332,4.106,-0.66,0.5949999999999998
22,3,Antonio Brown,7.435,8.163333333333334,5.3116666666666665,10.219,-0.728333333,-2.851666667
22,3,Doug Flutie,9.408333333333333,9.886666666666667,8.643333333333333,8.48,-0.478333333,-1.243333333
22,3,Ginger Zee,5.476666666666667,4.846666666666667,5.781666666666666,4.738,0.6299999999999999,0.9349999999999996
22,3,Jodie Sweetin,4.593333333333334,4.526666666666666,6.25,6.422,0.06666666666666732,1.7233333333333336
22,3,Kim Fields,4.016666666666667,6.166666666666667,6.576666666666667,5.572,-2.15,0.41000000000000014
22,3,Marla Maples,8.656666666666666,6.703333333333333,7.92,5.092,1.9533333333333331,1.2166666666666668
22,3,Mischa Barton,8.918333333333333,10.686666666666667,8.308333333333334,6.894,-1.768333333,-2.378333333
22,3,Nyle DiMarco,1.5016666666666667,3.425,2.776666666666667,5.606,-1.923333333,-0.648333333
22,3,Paige VanZant,3.685,2.506666666666667,4.128333333333333,3.081,1.1783333333333332,1.6216666666666661
22,3,Von Miller,5.946666666666666,4.111666666666666,4.941666666666666,6.433,1.835,0.8300000000000001
22,3,Wanya Morris,6.361666666666666,4.976666666666667,5.361666666666666,3.463,1.3849999999999998,0.3849999999999998
22,4,Antonio Brown,1.8,4.128333333333333,4.638333333333334,4.031,-2.328333333,0.5100000000000007
22,4,Doug Flutie,9.566666666666666,8.775,7.868333333333333,6.588,0.7916666666666661,-0.906666667
22,4,Ginger Zee,2.888333333333333,4.486666666666666,3.6016666666666666,6.887,-1.598333333,-0.885
22,4,Jodie Sweetin,9.058333333333334,8.2,7.041666666666667,4.306,0.8583333333333343,-1.158333333
22,4,Kim Fields,4.843333333333334,4.401666666666666,4.475,4.502,0.4416666666666673,0.07333333333333325
22,4,Marla Maples,7.056666666666667,6.001666666666667,6.096666666666667,7.77,1.0549999999999997,0.09499999999999975
22,4,Nyle DiMarco,3.97,3.0283333333333333,3.6066666666666665,2.947,0.9416666666666669,0.5783333333333331
22,4,Paige VanZant,4.641666666666667,6.435,6.29,8.713,-1.793333333,-0.145
22,4,Von Miller,5.735,4.868333333333333,4.836666666666667,3.985,0.8666666666666671,-0.031666667
22,4,Wanya Morris,5.44,4.675,6.545,5.271,0.7650000000000006,1.87
22,6,Antonio Brown,3.8133333333333335,4.408333333333333,4.843333333333334,4.012,-0.595,0.4350000000000005
22,6,Doug Flutie,8.866666666666667,8.886666666666667,7.975,8.547,-0.02,-0.911666667
22,6,Ginger Zee,6.543333333333333,7.0616666666666665,4.6066666666666665,3.302,-0.518333333,-2.455
22,6,Jodie Sweetin,2.7216666666666667,1.995,1.67,2.903,0.7266666666666666,-0.325
22,6,Kim Fields,7.251666666666667,6.633333333333334,6.87,6.113,0.6183333333333332,0.23666666666666636
22,6,Nyle DiMarco,4.51,4.786666666666667,3.1283333333333334,5.17,-0.276666667,-1.658333333
22,6,Paige VanZant,2.2616666666666667,2.7533333333333334,4.425,5.245,-0.491666667,1.6716666666666664
22,6,Von Miller,6.428333333333334,4.508333333333334,7.338333333333333,7.809,1.92,2.829999999999999
22,6,Wanya Morris,2.6033333333333335,3.966666666666667,4.1433333333333335,1.899,-1.363333333,0.17666666666666675
22,8,Antonio Brown,4.793333333333333,4.796666666666667,4.006666666666667,4.101,-0.003333333,-0.79
22,8,Ginger Zee,2.36,1.7416666666666667,2.2983333333333333,3.062,0.6183333333333332,0.5566666666666666
22,8,Jodie Sweetin,3.0516666666666667,4.023333333333333,4.136666666666667,3.983,-0.971666667,0.11333333333333329
